frame,track_id,class,x,y
7,3,car,44.7774772644043,125.01246643066406
7,4,car,315.3226013183594,22.465864181518555
7,5,car,807.7218017578125,87.65716552734375
7,6,car,353.45379638671875,42.48513412475586
7,7,car,592.1692504882812,92.46408081054688
7,8,car,765.855224609375,57.04970169067383
7,9,car,1042.9337158203125,623.45654296875
8,1,truck,674.9569091796875,62.86882019042969
8,2,car,182.60044860839844,65.45211791992188
8,3,car,38.72557067871094,129.8233642578125
8,4,car,312.4510192871094,23.93431282043457
8,5,car,806.4630126953125,86.01370239257812
8,6,car,349.11279296875,44.464168548583984
8,7,car,593.142578125,89.53572082519531
8,8,car,764.8282470703125,56.033790588378906
8,9,car,1024.1435546875,607.51611328125
9,1,truck,674.4259033203125,60.271400451660156
9,2,car,176.9549560546875,66.69656372070312
9,3,car,34.979217529296875,134.379150390625
9,4,car,309.43133544921875,24.97315788269043
9,5,car,805.2781372070312,83.7085952758789
9,6,car,344.70501708984375,46.249267578125
9,7,car,594.2237548828125,86.29605102539062
9,8,car,764.24072265625,54.66415023803711
9,9,car,1003.9721069335938,580.2216796875
10,1,truck,674.0455322265625,58.27988052368164
10,2,car,170.7152862548828,68.70099639892578
10,3,car,31.697256088256836,138.2294464111328
10,4,car,306.2867736816406,25.590404510498047
10,5,car,804.04443359375,82.08998107910156
10,6,car,340.36151123046875,47.95209884643555
10,7,car,595.3118896484375,83.4991455078125
10,8,car,763.7848510742188,53.82695007324219
10,9,car,984.29833984375,547.4988403320312
11,1,truck,673.7176513671875,56.68446731567383
11,2,car,164.63265991210938,70.76265716552734
11,3,car,25.508445739746094,140.2449951171875
11,4,car,302.9394836425781,26.713651657104492
11,5,car,802.2774047851562,80.11766052246094
11,6,car,335.86981201171875,50.277259826660156
11,7,car,596.0466918945312,79.74085998535156
11,8,car,763.1583251953125,53.143646240234375
11,9,car,965.961181640625,514.9610595703125
11,10,car,718.4591064453125,661.5286254882812
12,1,truck,673.2181396484375,54.057334899902344
12,2,car,158.49038696289062,72.49530029296875
12,4,car,299.3296813964844,27.481338500976562
12,5,car,801.35546875,77.5654525756836
12,6,car,330.290283203125,52.57563018798828
12,7,car,597.337890625,76.76852416992188
12,8,car,762.3021240234375,51.75896453857422
12,10,car,716.2777099609375,645.684814453125
13,1,truck,673.204833984375,52.070953369140625
13,2,car,151.9532470703125,74.76628875732422
13,4,car,297.1623229980469,28.50448989868164
13,5,car,799.8988037109375,76.0429458618164
13,6,car,324.8040466308594,54.82407760620117
13,7,car,599.281494140625,73.81672668457031
13,8,car,761.5458984375,50.85785675048828
13,10,car,715.2865600585938,627.3358154296875
13,14,car,761.854248046875,42.22514343261719
13,9,truck,936.7999267578125,458.1702880859375
14,1,truck,672.862060546875,49.68577194213867
14,2,car,145.48973083496094,76.60706329345703
14,4,car,294.06915283203125,29.27301597595215
14,5,car,798.9161987304688,73.73133850097656
14,6,car,319.77130126953125,56.752769470214844
14,7,car,600.9393310546875,71.141845703125
14,10,car,713.2088012695312,609.8963012695312
14,14,car,761.624267578125,42.6868896484375
14,9,truck,924.4129638671875,432.384521484375
15,1,truck,672.5689697265625,48.61316680908203
15,2,car,138.45724487304688,78.72566223144531
15,4,car,290.4542236328125,30.509532928466797
15,5,car,797.38037109375,72.12864685058594
15,6,car,314.99102783203125,58.87152862548828
15,7,car,601.715087890625,69.03881072998047
15,10,car,710.176513671875,588.1119384765625
15,14,car,761.3983154296875,41.54570007324219
15,9,car,912.4583129882812,410.52325439453125
15,16,truck,915.3380126953125,414.61737060546875
16,1,truck,672.1776123046875,47.492252349853516
16,2,car,131.56968688964844,80.40203857421875
16,4,car,287.073486328125,31.571605682373047
16,5,car,796.1505737304688,69.9108657836914
16,6,car,309.53973388671875,60.65055465698242
16,7,car,602.47119140625,67.07182312011719
16,14,truck,760.53857421875,38.910545349121094
16,9,truck,901.7772216796875,391.002685546875
16,8,car,760.109619140625,46.32937240600586
17,1,truck,672.0980224609375,46.395652770996094
17,2,car,124.62615203857422,83.34867858886719
17,4,car,283.6954345703125,32.40652847290039
17,5,car,795.0113525390625,67.99445343017578
17,6,car,304.12738037109375,62.76720428466797
17,7,car,603.3406982421875,65.07991790771484
17,14,truck,759.5506591796875,37.4566650390625
17,9,truck,892.6197509765625,373.26947021484375
17,18,car,702.9976806640625,518.1580810546875
17,8,car,759.4429931640625,44.34039306640625
18,1,truck,671.8603515625,45.091766357421875
18,2,car,117.33749389648438,85.50509643554688
18,4,car,280.46478271484375,33.318389892578125
18,5,car,794.1917724609375,66.36056518554688
18,6,car,298.5476989746094,64.40020751953125
18,7,car,604.3629760742188,62.5725212097168
18,14,truck,758.77734375,36.44632339477539
18,9,truck,884.3878173828125,355.5205078125
18,18,car,700.51171875,490.3707580566406
18,8,car,758.8807373046875,43.44208908081055
19,1,truck,671.393798828125,43.98024368286133
19,2,car,110.07107543945312,87.37762451171875
19,4,car,277.01849365234375,34.43296813964844
19,5,car,793.0416259765625,64.55394744873047
19,6,car,292.800537109375,66.72291564941406
19,7,car,605.18505859375,60.07713317871094
19,9,car,876.551025390625,340.78173828125
19,18,car,697.815673828125,460.5503845214844
19,8,car,758.3818359375,42.73596954345703
19,20,truck,879.1810302734375,346.0937194824219
20,1,truck,671.1058349609375,42.979984283447266
20,2,car,101.68986511230469,90.05839538574219
20,4,car,273.3749084472656,35.40715026855469
20,5,car,792.0211791992188,63.03802490234375
20,6,car,286.42138671875,69.57359313964844
20,7,car,605.6958618164062,57.819000244140625
20,9,truck,869.1712646484375,325.62432861328125
20,18,car,695.860107421875,434.620849609375
20,8,car,757.2137451171875,41.499351501464844
20,20,car,872.219482421875,331.5291442871094
21,1,truck,670.9495239257812,41.872501373291016
21,2,car,95.06200408935547,92.11544799804688
21,4,car,269.73150634765625,35.93499755859375
21,5,car,790.9400634765625,61.245384216308594
21,6,car,279.51397705078125,72.98301696777344
21,7,car,606.3175048828125,54.95053482055664
21,9,truck,862.776611328125,312.17706298828125
21,18,car,693.6070556640625,411.57281494140625
21,8,car,756.46875,40.1263313293457
21,20,car,864.82177734375,316.50390625
21,21,car,445.27734375,9.114082336425781
22,1,truck,671.0203857421875,40.822994232177734
22,2,car,89.36231231689453,94.70208740234375
22,4,car,265.701416015625,37.17054748535156
22,5,car,789.7078857421875,59.32427215576172
22,6,car,272.661865234375,75.06297302246094
22,7,car,606.8660888671875,52.56718444824219
22,9,truck,856.1139526367188,299.7328796386719
22,18,car,691.5706787109375,391.0576171875
22,20,car,858.03173828125,302.77069091796875
22,21,car,444.05194091796875,9.794960975646973
22,14,car,755.6246337890625,33.155982971191406
23,1,truck,671.05615234375,39.956520080566406
23,2,car,79.14403533935547,97.72409057617188
23,4,car,262.32843017578125,38.47426223754883
23,5,car,788.6785278320312,57.962127685546875
23,6,car,266.01837158203125,77.85782623291016
23,7,car,607.52783203125,50.827171325683594
23,18,car,690.020751953125,372.69195556640625
23,20,truck,852.1658935546875,289.78338623046875
23,21,car,441.76715087890625,10.314769744873047
23,14,car,755.121826171875,32.085384368896484
24,1,truck,670.9677124023438,39.06660842895508
24,2,car,69.20820617675781,100.33140563964844
24,4,car,258.3600769042969,39.053382873535156
24,5,car,787.568359375,56.48590850830078
24,6,car,259.2121276855469,80.29939270019531
24,7,car,607.799072265625,49.2625732421875
24,18,car,689.1307373046875,355.1976318359375
24,20,truck,846.5274658203125,277.9808044433594
24,21,car,439.61505126953125,10.66361141204834
24,8,car,754.6952514648438,35.171417236328125
24,9,car,845.13916015625,276.19659423828125
25,1,truck,670.6654663085938,38.207027435302734
25,2,car,59.91975021362305,102.88037872314453
25,4,car,253.88018798828125,40.28494644165039
25,5,car,786.40966796875,55.10761260986328
25,6,car,251.23670959472656,82.92757415771484
25,7,car,608.319580078125,48.158203125
25,18,car,688.252197265625,339.454833984375
25,20,truck,841.4075927734375,267.3976135253906
25,21,car,437.5325927734375,11.409700393676758
25,8,car,754.228271484375,32.204254150390625
25,14,truck,753.744873046875,29.36111831665039
26,1,truck,670.2796630859375,37.37236785888672
26,2,car,50.17214584350586,105.12309265136719
26,4,car,249.41160583496094,41.58235549926758
26,5,car,785.3751831054688,53.605037689208984
26,6,car,244.1137237548828,85.88191223144531
26,7,car,608.976318359375,47.35166931152344
26,18,car,686.806640625,324.326171875
26,20,truck,836.529296875,257.6048583984375
26,21,car,435.16436767578125,12.106897354125977
26,8,car,753.5260009765625,33.05950164794922
26,14,truck,753.0342407226562,27.875011444091797
26,9,car,835.5072631835938,256.02838134765625
27,1,truck,670.4036865234375,36.599037170410156
27,2,car,42.183837890625,106.93367767333984
27,4,car,245.87472534179688,42.82571029663086
27,5,car,784.2391357421875,52.211944580078125
27,6,car,236.0376739501953,89.07424926757812
27,7,car,610.0023803710938,45.82781982421875
27,18,car,685.817626953125,310.3668518066406
27,20,truck,831.802978515625,247.69076538085938
27,21,car,432.9893798828125,12.74642562866211
27,8,car,752.9290771484375,32.43353271484375
27,14,truck,752.6897583007812,27.07581329345703
28,1,truck,670.3174438476562,35.951873779296875
28,2,car,37.421287536621094,110.18745422363281
28,4,car,242.21693420410156,44.229244232177734
28,5,car,783.421142578125,50.60639953613281
28,6,car,227.85928344726562,92.10665893554688
28,7,car,611.1522216796875,43.862220764160156
28,18,car,684.9940185546875,298.0197448730469
28,20,car,827.8148193359375,238.0279083251953
28,21,car,430.81341552734375,13.666955947875977
28,8,car,752.7620239257812,32.04112243652344
28,9,truck,826.9473266601562,236.66375732421875
29,1,truck,670.215087890625,35.031558990478516
29,2,car,33.42136001586914,112.7638931274414
29,4,car,237.56320190429688,45.50675964355469
29,5,car,782.3939819335938,49.471336364746094
29,6,car,219.1875,95.34636688232422
29,7,car,612.0892333984375,41.67546844482422
29,18,car,684.4210205078125,285.90118408203125
29,20,car,824.0834350585938,230.00518798828125
29,21,car,428.3739318847656,14.62946605682373
29,8,car,752.360107421875,31.264219284057617
29,9,truck,823.4141235351562,228.86367797851562
30,1,truck,669.905029296875,33.92801284790039
30,2,car,30.992034912109375,116.37762451171875
30,4,car,232.95260620117188,46.9008674621582
30,5,car,781.030029296875,47.88628387451172
30,6,car,210.2580108642578,99.12113952636719
30,7,car,613.0242309570312,39.35847091674805
30,18,car,683.5150756835938,274.26153564453125
30,20,car,820.3687744140625,221.7628936767578
30,21,car,426.02886962890625,15.685561180114746
30,8,car,752.0567626953125,30.81729507446289
30,9,truck,820.041748046875,220.83558654785156
31,1,truck,669.8330078125,33.02709197998047
31,2,car,27.97968864440918,118.82841491699219
31,4,car,228.43350219726562,48.27312469482422
31,5,car,780.0012817382812,46.54652404785156
31,6,car,200.51278686523438,102.67857360839844
31,7,car,613.5341796875,37.472938537597656
31,18,car,682.2514038085938,262.8565979003906
31,20,truck,816.8126220703125,214.11209106445312
31,21,car,423.786865234375,16.431135177612305
31,8,car,751.7520751953125,29.778167724609375
31,9,car,816.4240112304688,213.22119140625
32,1,truck,669.667236328125,32.42171859741211
32,2,car,23.91754913330078,119.64582824707031
32,4,car,223.76266479492188,49.45718002319336
32,5,car,779.2923583984375,45.20117950439453
32,6,car,191.12953186035156,106.44412231445312
32,7,car,613.9500732421875,35.348533630371094
32,18,car,681.2117919921875,252.79531860351562
32,20,car,813.2469482421875,207.1148223876953
32,21,car,421.06988525390625,17.139829635620117
32,8,car,751.3917236328125,29.29641342163086
32,9,truck,812.8909912109375,206.1430206298828
33,1,truck,669.302978515625,31.771865844726562
33,2,car,19.31464195251465,121.67767333984375
33,4,car,219.03997802734375,51.0106315612793
33,5,car,778.5794677734375,43.74577713012695
33,6,car,180.71705627441406,110.41536712646484
33,7,car,614.2889404296875,33.69704818725586
33,18,car,680.2589111328125,242.4800262451172
33,20,car,809.7808837890625,200.59996032714844
33,21,car,418.6268615722656,18.45616912841797
33,8,car,751.13818359375,28.960865020751953
34,1,truck,668.9776611328125,31.269603729248047
34,4,car,214.02589416503906,52.340003967285156
34,5,car,777.4848022460938,42.46217346191406
34,6,car,170.1506805419922,114.40153503417969
34,7,car,614.5125122070312,32.25774383544922
34,18,car,679.8889770507812,233.49957275390625
34,20,car,806.8841552734375,193.71279907226562
34,21,car,415.5792236328125,19.05183219909668
34,8,car,750.7313842773438,28.066680908203125
35,1,truck,668.8974609375,30.37594223022461
35,4,car,209.45407104492188,54.05589294433594
35,5,car,776.5706176757812,40.921531677246094
35,6,car,159.22894287109375,118.87753295898438
35,7,car,614.85009765625,31.25775146484375
35,18,car,679.1990966796875,224.90451049804688
35,20,car,804.1065673828125,187.4086456298828
35,21,car,412.78466796875,20.557680130004883
35,8,car,750.1983642578125,26.89132308959961
36,1,truck,669.0255126953125,29.612478256225586
36,4,car,204.2712860107422,55.43988800048828
36,5,car,775.3886108398438,40.29490661621094
36,6,car,147.85348510742188,122.67986297607422
36,7,car,615.3150634765625,30.413314819335938
36,18,car,678.3428955078125,217.1326904296875
36,20,car,801.2688598632812,181.73861694335938
36,21,car,409.7429504394531,21.9847469329834
36,8,car,750.12451171875,26.3289794921875
37,1,truck,668.904052734375,28.63021469116211
37,4,car,199.5296630859375,56.37376403808594
37,5,car,774.5045166015625,39.32674789428711
37,6,car,135.62530517578125,126.48306274414062
37,7,car,615.7047119140625,29.60875701904297
37,18,car,677.815673828125,209.099853515625
37,20,car,798.5218505859375,175.78839111328125
37,21,car,406.870849609375,22.956804275512695
37,8,car,749.6583251953125,25.215312957763672
37,25,car,400.3673095703125,638.223876953125
38,1,truck,668.6190795898438,28.00733184814453
38,4,car,194.17282104492188,58.3539924621582
38,5,car,773.7490234375,38.852596282958984
38,6,car,122.7547607421875,132.23446655273438
38,7,car,616.2128295898438,29.19143295288086
38,18,car,677.6312255859375,202.1533203125
38,20,car,796.31298828125,171.28085327148438
38,21,car,403.91156005859375,24.666278839111328
38,8,car,748.955322265625,24.448165893554688
38,25,car,407.0036315917969,621.635986328125
39,1,truck,668.2925415039062,27.006359100341797
39,4,car,188.3900146484375,59.81654739379883
39,5,car,773.3247680664062,37.24953842163086
39,6,car,111.88630676269531,137.43719482421875
39,7,car,617.016845703125,27.847017288208008
39,18,car,677.1541748046875,194.85159301757812
39,20,truck,794.1246337890625,166.68869018554688
39,21,car,400.7991943359375,25.72319793701172
39,8,car,748.0872192382812,20.776165008544922
39,25,car,420.0837097167969,602.9810180664062
40,1,truck,668.20947265625,26.412578582763672
40,4,car,183.43017578125,61.928794860839844
40,5,car,772.4541015625,36.41105270385742
40,6,car,96.16310119628906,143.91909790039062
40,7,car,617.60546875,26.87188148498535
40,18,car,676.7399291992188,189.07907104492188
40,20,car,791.6497802734375,161.75982666015625
40,21,car,397.8897705078125,27.556610107421875
40,8,car,747.447265625,20.711265563964844
40,25,car,435.1226806640625,568.6986083984375
41,1,truck,668.654541015625,25.35801887512207
41,4,car,177.4134521484375,63.17222595214844
41,5,car,772.0172119140625,34.63348388671875
41,6,car,80.75794982910156,149.60067749023438
41,7,car,617.9366455078125,24.90089225769043
41,18,car,676.3125610351562,182.48184204101562
41,20,car,788.9683837890625,156.18174743652344
41,21,car,394.44757080078125,28.359949111938477
41,8,car,746.589111328125,18.90200424194336
41,25,car,451.1156005859375,529.6140747070312
42,1,truck,668.62548828125,24.81810760498047
42,4,car,171.7819366455078,64.7923812866211
42,5,car,771.0757446289062,33.43892288208008
42,6,car,65.51396942138672,155.834228515625
42,7,car,618.360107421875,23.653026580810547
42,18,car,675.5938720703125,176.0487060546875
42,20,car,787.161376953125,152.321044921875
42,21,car,391.27508544921875,29.782203674316406
42,8,car,745.8495483398438,18.785940170288086
42,25,car,464.67657470703125,492.4739990234375
43,1,truck,668.4444580078125,23.982158660888672
43,4,car,166.14608764648438,66.305419921875
43,5,car,769.6910400390625,32.006656646728516
43,6,car,52.26711654663086,161.90621948242188
43,7,car,619.009765625,22.386680603027344
43,18,car,675.117919921875,170.82528686523438
43,20,car,784.998779296875,148.00782775878906
43,21,car,387.9371337890625,31.23908233642578
43,8,car,745.4983520507812,17.42279815673828
43,25,car,476.7845764160156,459.56695556640625
44,1,truck,668.19677734375,23.410846710205078
44,4,car,159.82781982421875,67.88703918457031
44,5,car,768.8575439453125,30.839385986328125
44,6,car,47.27425765991211,168.4879150390625
44,7,car,619.337646484375,21.780820846557617
44,18,car,674.761962890625,165.5137939453125
44,20,car,782.7057495117188,144.11109924316406
44,21,car,384.40533447265625,32.712791442871094
44,8,car,744.666259765625,16.907100677490234
44,25,car,487.49920654296875,430.377197265625
45,1,truck,668.0828247070312,23.14830780029297
45,4,car,153.284912109375,69.72613525390625
45,5,car,768.4410400390625,29.668682098388672
45,6,car,41.511844635009766,175.30352783203125
45,7,car,620.0897216796875,21.313533782958984
45,18,car,674.6328125,160.26177978515625
45,20,car,781.3367309570312,140.38201904296875
45,21,car,380.99078369140625,34.07051086425781
45,8,car,744.1251220703125,15.94320011138916
45,25,car,496.8582763671875,404.3816223144531
45,27,car,710.1569213867188,649.0855102539062
46,1,truck,668.0130615234375,22.765037536621094
46,4,car,147.05844116210938,72.25579833984375
46,5,car,767.663818359375,29.786338806152344
46,6,car,36.18410110473633,181.42654418945312
46,7,car,620.3985595703125,20.872865676879883
46,18,car,674.3543701171875,155.67428588867188
46,20,car,779.6590576171875,136.67874145507812
46,21,car,377.13232421875,35.650787353515625
46,8,car,743.97021484375,15.662792205810547
46,25,car,505.2052001953125,381.6980895996094
46,27,car,708.4049072265625,634.2442626953125
47,1,truck,668.4744873046875,22.065021514892578
47,4,car,140.18971252441406,73.87017822265625
47,5,car,766.774658203125,28.10364532470703
47,6,car,28.30995750427246,184.51077270507812
47,7,car,620.4149169921875,19.553401947021484
47,18,car,673.9161376953125,151.27450561523438
47,20,car,778.1092529296875,132.12881469726562
47,21,car,372.71636962890625,36.76488494873047
47,8,car,743.1609497070312,14.37899398803711
47,25,car,512.6973876953125,360.59271240234375
47,27,car,707.0906982421875,617.0189208984375
48,1,truck,668.6256103515625,21.587350845336914
48,4,car,133.85690307617188,75.77094268798828
48,5,car,765.875,27.634130477905273
48,7,car,620.8124389648438,18.839637756347656
48,18,car,673.5140380859375,147.18038940429688
48,20,car,776.9229736328125,129.24111938476562
48,21,car,368.9276428222656,38.53594207763672
48,8,car,742.5101928710938,13.777379035949707
48,25,car,519.081298828125,342.528076171875
48,27,car,704.664306640625,591.6387939453125
49,1,truck,668.5103759765625,21.05069351196289
49,4,car,126.74002075195312,77.87736511230469
49,5,car,765.1319580078125,27.24553680419922
49,7,car,621.2553100585938,18.111106872558594
49,18,car,673.2522583007812,142.64779663085938
49,20,car,775.330810546875,126.06404113769531
49,21,car,364.796875,40.133148193359375
49,8,car,741.8590087890625,13.341196060180664
49,25,car,525.6931762695312,324.8924255371094
49,27,car,702.037109375,559.0401611328125
50,1,truck,667.8665771484375,20.292970657348633
50,4,car,119.73480224609375,79.55010223388672
50,5,car,764.311767578125,25.945465087890625
50,7,car,621.8150634765625,16.496623992919922
50,18,car,672.9779052734375,137.8682861328125
50,20,car,773.47900390625,121.53652954101562
50,21,car,360.7417907714844,41.03740692138672
50,8,car,741.086669921875,12.484016418457031
50,25,car,531.2041625976562,308.65911865234375
50,27,car,699.6134643554688,526.1049194335938
51,1,truck,668.0549926757812,20.05642318725586
51,4,car,112.62881469726562,82.31391143798828
51,5,car,763.6688232421875,25.851612091064453
51,7,car,622.1937255859375,16.217327117919922
51,18,car,672.85498046875,134.08447265625
51,20,car,772.1089477539062,118.51338195800781
51,21,car,356.6461181640625,43.749820709228516
51,8,car,740.7098999023438,12.358798027038574
51,25,car,536.2861938476562,294.0879211425781
51,27,car,697.2529296875,494.56134033203125
52,1,truck,667.7333374023438,19.24627113342285
52,4,car,105.0827407836914,83.3052978515625
52,5,car,763.1408081054688,24.778825759887695
52,7,car,622.4754638671875,14.556892395019531
52,18,car,672.6661987304688,129.6948699951172
52,20,car,770.6607666015625,114.93873596191406
52,21,car,352.05706787109375,44.90056610107422
52,8,car,740.3792724609375,11.510176658630371
52,25,car,541.2880249023438,279.9073791503906
52,27,car,695.6145629882812,466.1411437988281
53,1,truck,667.6805419921875,19.007753372192383
53,4,car,98.03768920898438,86.3065414428711
53,5,car,762.3526611328125,24.433515548706055
53,7,car,622.7833862304688,14.1448974609375
53,18,car,672.4671630859375,126.56912231445312
53,20,car,769.3190307617188,112.11480712890625
53,21,car,347.60003662109375,46.56729507446289
53,8,car,740.0011596679688,11.176959037780762
53,25,car,545.9273071289062,267.0137023925781
53,27,car,693.59912109375,441.8513488769531
53,29,car,1059.057861328125,649.431884765625
54,1,truck,667.6597900390625,18.526885986328125
54,4,car,92.24010467529297,89.08082580566406
54,5,car,761.1533203125,22.982074737548828
54,7,car,623.0595092773438,13.899862289428711
54,18,car,672.0928955078125,122.78490447998047
54,20,car,768.031494140625,107.93533325195312
54,21,car,343.07403564453125,48.668758392333984
54,8,car,739.4886474609375,10.966289520263672
54,25,car,549.7127685546875,254.9617156982422
54,27,car,691.8836059570312,418.0458679199219
54,29,car,1051.222412109375,633.6734008789062
55,1,truck,667.4061279296875,17.92534637451172
55,4,car,82.15807342529297,91.73733520507812
55,5,car,760.2913818359375,22.251434326171875
55,7,car,623.2842407226562,12.985453605651855
55,18,car,671.5638427734375,119.46343994140625
55,20,car,766.6673583984375,104.84036254882812
55,21,car,338.1216125488281,51.221046447753906
55,8,car,739.2030639648438,10.411992073059082
55,25,car,553.7651977539062,244.27020263671875
55,27,car,690.4244384765625,397.60284423828125
55,29,car,1035.9036865234375,615.6820068359375
55,31,car,114.47074127197266,634.85888671875
56,1,truck,667.4410400390625,17.782392501831055
56,4,car,72.98649597167969,94.14286041259766
56,5,car,759.7610473632812,21.857166290283203
56,7,car,623.6807861328125,12.908041000366211
56,18,car,671.2837524414062,116.643310546875
56,20,car,765.4254760742188,102.69190979003906
56,21,car,333.22088623046875,53.9715576171875
56,8,car,738.8153076171875,10.111920356750488
56,25,car,557.6898193359375,234.13006591796875
56,27,car,689.544189453125,379.421142578125
56,29,car,1008.4917602539062,597.2410278320312
56,31,car,134.294921875,615.5506591796875
57,1,truck,667.603759765625,17.104650497436523
57,4,car,64.46746826171875,96.15794372558594
57,5,car,759.5462646484375,21.309154510498047
57,7,car,624.11669921875,11.256410598754883
57,18,car,670.78369140625,112.59030151367188
57,20,car,764.157470703125,100.36090850830078
57,21,car,327.7576904296875,55.662025451660156
57,8,car,738.2254638671875,9.560548782348633
57,25,car,561.0830078125,224.16665649414062
57,27,car,688.1209716796875,361.2742614746094
57,29,car,995.099853515625,566.4689331054688
57,31,truck,154.06150817871094,592.0888061523438
58,1,truck,667.7315673828125,18.205745697021484
58,4,car,55.67533874511719,99.32606506347656
58,5,car,758.99462890625,21.220890045166016
58,7,car,624.4708251953125,10.509784698486328
58,18,car,670.6848754882812,110.20589447021484
58,20,car,762.9478149414062,98.73460388183594
58,21,car,322.4810791015625,58.07953643798828
58,8,car,737.1868896484375,10.090339660644531
58,25,car,564.29345703125,215.5357666015625
58,27,car,687.5445556640625,345.5911865234375
58,31,truck,163.07254028320312,553.2755737304688
59,4,car,47.237918853759766,101.58035278320312
59,5,car,758.5455322265625,20.4083194732666
59,18,car,670.4034423828125,106.67967224121094
59,20,car,761.792724609375,95.58682250976562
59,21,car,316.655517578125,59.566688537597656
59,8,car,736.4080810546875,9.575322151184082
59,25,car,567.3927001953125,206.1620635986328
59,27,car,686.5547485351562,330.7371826171875
59,31,truck,190.8055877685547,509.0968017578125
59,33,car,956.723876953125,493.76666259765625
60,4,truck,42.8302116394043,104.49485778808594
60,5,car,758.1177978515625,19.68538475036621
60,18,car,670.1224365234375,103.60494995117188
60,20,car,760.5111694335938,93.36186218261719
60,21,car,310.925048828125,61.913490295410156
60,8,car,736.0442504882812,8.998961448669434
60,25,car,570.0677490234375,198.29061889648438
60,27,car,685.6100463867188,316.4571533203125
60,31,truck,223.64938354492188,469.6765441894531
60,33,car,942.5482177734375,466.8703308105469
60,1,truck,667.635498046875,16.718807220458984
61,4,car,40.180084228515625,106.69688415527344
61,5,car,756.9395751953125,17.718416213989258
61,18,car,670.2182006835938,100.9300537109375
61,20,car,759.7671508789062,90.83799743652344
61,21,car,304.91094970703125,63.96692657470703
61,25,car,572.7359008789062,190.4886932373047
61,27,car,685.200439453125,303.11541748046875
61,31,truck,252.85452270507812,434.73529052734375
61,33,car,928.1519165039062,436.69403076171875
61,1,truck,667.7841796875,15.9611177444458
62,4,car,35.72060012817383,109.60338592529297
62,5,car,755.8853149414062,16.529390335083008
62,18,car,670.0755615234375,97.86553192138672
62,20,car,758.8974609375,88.49698638916016
62,21,car,298.72027587890625,66.56425476074219
62,25,car,574.5322265625,183.53665161132812
62,27,car,684.806640625,291.04473876953125
62,31,truck,278.62713623046875,404.603759765625
62,33,truck,914.8941650390625,412.54632568359375
63,4,car,32.88005447387695,112.53634643554688
63,5,car,754.93994140625,15.686036109924316
63,18,car,670.0159912109375,95.49638366699219
63,20,car,758.0711669921875,86.46723937988281
63,21,car,292.3162841796875,69.61032104492188
63,25,car,576.7647705078125,176.6119384765625
63,27,car,683.9415283203125,280.2364501953125
63,31,truck,301.5724182128906,377.49945068359375
63,33,truck,903.8585815429688,390.73199462890625
63,1,truck,667.558349609375,14.740851402282715
64,4,car,28.400196075439453,111.75765991210938
64,5,car,754.00244140625,14.322484016418457
64,18,car,669.815185546875,92.47293090820312
64,20,car,757.1051025390625,83.90470886230469
64,21,car,285.6372375488281,72.03602600097656
64,25,car,579.3153686523438,170.07427978515625
64,27,car,683.4825439453125,268.6253967285156
64,31,truck,321.225341796875,353.5572814941406
